Date,Day,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,Date2
20170609,160,22.6,0,9.4,0,0,0,2.2,0,10.7,42,11.6,0,42.3,98.4,9/06/2017
20170610,161,22.9,0,14.3,0,0.2,0,4.2,0,12.9,42,14.1,0,50.5,86.6,10/06/2017
20170611,162,20.5,0,15.4,0,22.6,0,0.8,0,6.4,42,18.2,0,75.5,100,11/06/2017
20170612,163,22.5,0,13.7,0,16.8,0,3.8,0,10.7,42,16.3,0,59.8,100,12/06/2017
20170613,164,19.4,0,14.1,0,3.4,0,2.2,0,5.3,42,16.3,0,72.4,100,13/06/2017
20170614,165,21.7,0,15.4,0,19.2,0,4.2,0,7,42,17.2,0,66.3,98.4,14/06/2017
20170615,166,22.3,0,14.3,0,25.8,0,3.4,0,10.8,42,15.4,0,57.2,94.5,15/06/2017
20170616,167,23.2,0,14.7,0,0,0,2.4,0,11.6,42,17.3,0,60.9,100,16/06/2017
20170617,168,23.9,0,16.4,0,1,0,2.6,0,11.8,42,18.3,0,61.7,98.2,17/06/2017
20170618,169,22.9,0,12.7,0,0,0,4,0,13.8,42,15.4,0,55.2,100,18/06/2017
20170619,170,22,0,13.6,0,0,0,4.4,0,10.2,42,13.1,0,49.6,84.2,19/06/2017
20170620,171,21.3,0,14.2,0,0,0,4,0,10.4,42,13.7,0,54.1,84.7,20/06/2017
20170621,172,22,0,11.3,0,0.2,0,3.4,0,12.8,42,11.5,0,43.5,85.9,21/06/2017
20170622,173,22.1,0,12.6,0,0,0,3.2,0,12.6,42,12,0,45.1,82.3,22/06/2017
20170623,174,22.8,0,9.5,0,0,0,3.4,0,13.9,42,13.6,0,49,100,23/06/2017
20170624,175,23.5,0,9.1,0,0,0,2.2,0,1.4,42,13.2,0,45.6,100,24/06/2017
20170625,176,22.6,0,9.8,0,0,0,2.6,0,13.9,42,12.4,0,45.2,100,25/06/2017
20170626,177,23.8,0,11.6,0,0,0,3,0,13.9,42,14.4,0,48.9,100,26/06/2017
20170627,178,22.3,0,11.2,0,0,0,2,0,1.1,42,13.8,0,51.3,100,27/06/2017
20170628,179,23.2,0,12.2,0,0,0,3.2,0,13.8,42,16.5,0,58,100,28/06/2017
20170629,180,22.9,0,13.2,0,0,0,5,0,14,42,17.1,0,61.3,100,29/06/2017
20170630,181,21.7,0,15.3,0,5.6,0,2.8,0,13.6,42,15.2,0,58.6,87.5,30/06/2017
20170701,182,19.1,0,8.2,0,0,0,3.6,0,12,75,7.8,0,35.3,71.8,1/07/2017
20170702,183,20.4,0,6.8,0,0,0,2.8,0,12,75,9,0,37.6,91.1,2/07/2017
20170703,184,21.4,0,7.8,0,0,0,1.8,0,13.5,42,12.2,0,47.9,100,3/07/2017
20170704,185,22.8,0,13.6,0,0.2,0,2.8,0,13.5,42,16.9,0,60.9,100,4/07/2017
20170705,186,25.1,0,10.4,0,0,0,3.2,0,14.1,42,12.4,0,38.9,98.4,5/07/2017
20170706,187,24,0,11.9,0,0.6,0,4.2,0,14,42,11.3,0,37.9,81.2,6/07/2017
20170707,188,17.8,0,11.6,0,12.6,0,2.4,0,6.2,42,14.6,0,71.7,100,7/07/2017
20170708,189,21.3,0,8.8,0,4,0,1.8,0,14.3,42,10.9,0,43,96.3,8/07/2017
20170709,190,20.6,0,5.8,0,0,0,3.4,0,14,42,8.9,0,36.7,96.6,9/07/2017
20170710,191,20,0,10.4,0,0,0,3.2,0,12.2,42,9.4,0,40.2,74.6,10/07/2017
20170711,192,20.7,0,13.1,0,0.8,0,3.4,0,13.3,42,12.2,0,50,81,11/07/2017
20170712,193,20.7,0,9.5,0,0,0,3.6,0,14,42,10.1,0,41.4,85.1,12/07/2017
20170713,194,19.7,0,10,0,0,0,3.2,0,14.6,42,11.5,0,50.1,93.7,13/07/2017
20170714,195,21.4,0,8.9,0,0,0,2.4,0,14.6,42,13.4,0,52.6,100,14/07/2017
20170715,196,22.7,0,10.4,0,0,0,2,0,14.7,42,15.4,0,55.8,100,15/07/2017
20170716,197,20.9,0,14.7,0,2.6,0,6.8,0,13.8,42,16.1,0,65.2,96.3,16/07/2017
20170717,198,22.3,0,11,0,0,0,2.4,0,14.7,42,15.9,0,59.1,100,17/07/2017
20170718,199,23.4,0,12.7,0,0,0,6,0,15,42,18,0,62.6,100,18/07/2017
20170719,200,19.3,0,14.9,0,3.6,0,7.6,0,15,42,7.4,0,33.1,43.7,19/07/2017
20170720,201,20.7,0,8.8,0,0,0,6.2,0,15.1,42,8.3,0,34,73.3,20/07/2017
20170721,202,20.7,0,5,0,0,0,3.2,0,15.2,42,7.3,0,29.9,83.7,21/07/2017
20170722,203,20.6,0,5.7,0,0,0,3.2,0,15.2,42,8.4,0,34.6,91.8,22/07/2017
20170723,204,23.3,0,7.4,0,0,0,3.8,0,15.3,42,11.5,0,40.2,100,23/07/2017
20170724,205,24.7,0,4.3,0,0,0,2.4,0,15.4,42,8.1,0,26,97.6,24/07/2017
20170725,206,23.2,0,6.2,0,0,0,3.8,0,15.5,42,9,0,31.7,95,25/07/2017
20170726,207,23.3,0,5.8,0,0,0,3.2,0,15.6,42,8.4,0,29.4,91.1,26/07/2017
20170727,208,22.3,0,7.9,0,0,0,4.4,0,15.7,42,8.6,0,32,80.8,27/07/2017
20170728,209,22.8,0,8.7,0,0,0,4,0,15.5,42,11.9,0,42.9,100,28/07/2017
20170729,210,22.3,0,7.3,0,0,0,3.2,0,15.8,42,9.7,0,36,94.9,29/07/2017
20170730,211,22.9,0,7,0,0,0,2.8,0,15.9,42,8.8,0,31.5,87.9,30/07/2017
20170731,212,23.7,0,9.9,0,0.2,0,3.6,0,16,42,16.1,0,55,100,31/07/2017
20170801,213,22.6,0,9.4,0,0,0,5.8,0,16.1,42,7.4,0,27,62.8,1/08/2017
20170802,214,20.8,0,8.6,0,0,0,4,0,16.1,42,10.3,0,41.9,92.2,2/08/2017
20170803,215,21.6,0,9.9,0,0,0,3.4,0,15,42,10.4,0,40.3,85.3,3/08/2017
20170804,216,22.9,0,14.1,0,0,0,6.8,0,16.4,42,8.5,0,30.5,52.9,4/08/2017
20170805,217,23.1,0,9.1,0,0,0,5.4,0,16.5,42,8.4,0,29.7,72.7,5/08/2017
20170806,218,23.1,0,7.8,0,0,0,3.2,0,15.4,42,8.1,0,28.7,76.6,6/08/2017
20170807,219,26.2,0,14.2,0,1.6,0,6.4,0,16,42,17.5,0,51.5,100,7/08/2017
20170808,220,22.4,0,10.4,0,0,0,7.8,0,16.8,42,5.1,0,18.8,40.5,8/08/2017
20170809,221,22.4,0,6.2,0,0,0,4.4,0,16.9,42,7,0,25.8,73.9,9/08/2017
20170810,222,22.4,0,7.5,0,0,0,3.6,0,17.1,42,9,0,33.2,86.9,10/08/2017
20170811,223,23.5,0,8.5,0,0,0,3.8,0,17.2,42,13.5,0,46.6,100,11/08/2017
20170812,224,25.3,0,10.7,0,0.4,0,3.4,0,14.8,42,15,0,46.5,100,12/08/2017
20170813,225,24.6,0,11.5,0,0,0,4,0,17.4,42,10.3,0,33.3,76,13/08/2017
20170814,226,24.2,0,11.5,0,0,0,4,0,17.2,42,14,0,46.4,100,14/08/2017
20170815,227,25.5,0,10,0,0.2,0,4.8,0,17.7,42,10.7,0,32.8,87.2,15/08/2017
20170816,228,25.5,0,10.4,0,0,0,4.8,0,17.8,42,16.2,0,49.7,100,16/08/2017
20170817,229,29.3,0,13.5,0,0,0,6,0,17.9,42,16.4,0,40.2,100,17/08/2017
20170818,230,25.9,0,13.9,0,0,0,14,0,18,42,5.5,0,16.5,34.7,18/08/2017
20170819,231,21,0,10.2,0,0,0,9.8,0,18.1,42,4.3,0,17.3,34.6,19/08/2017
20170820,232,20.1,0,7,0,0,0,5,0,18.3,42,4.6,0,19.6,45.9,20/08/2017
20170821,233,20.8,0,6.9,0,0,0,3.6,0,16.6,42,8.1,0,33,81.5,21/08/2017
20170822,234,23.5,0,11.8,0,0.8,0,3.4,0,18.4,42,15.5,0,53.6,100,22/08/2017
20170823,235,26.3,0,12.4,0,0,0,3.6,0,17,42,17.3,0,50.6,100,23/08/2017
20170824,236,23.1,0,15.4,0,0,0,3.6,0,11,42,17.8,0,63,100,24/08/2017
20170825,237,21.5,0,10.6,0,3.4,0,4.8,0,15.6,42,11.7,0,45.6,91.6,25/08/2017
20170826,238,21.8,0,10.6,0,0,0,3.8,0,18.1,42,9.4,0,36,73.6,26/08/2017
20170827,239,22.6,0,9,0,0,0,4.8,0,16.4,42,12.4,0,45.2,100,27/08/2017
20170828,240,23.3,0,7.2,0,0,0,8,0,19.3,42,6.3,0,22,62.1,28/08/2017
20170829,241,21,0,7.6,0,0,0,4.2,0,19.4,42,5.8,0,23.3,55.6,29/08/2017
20170830,242,25.7,0,10.9,0,0,0,7.6,0,17.9,42,13,0,39.4,99.8,30/08/2017
20170831,243,21.8,0,11.3,0,0,0,6.6,0,19.6,42,10.6,0,40.6,79.2,31/08/2017
20170901,244,21.6,0,9.7,0,0,0,5.4,0,19.6,42,9.7,0,37.6,80.7,1/09/2017
20170902,245,22.8,0,11.5,0,0,0,4,0,19.6,42,10.9,0,39.3,80.4,2/09/2017
20170903,246,25.1,0,11.7,0,0,0,5.4,0,20,42,15.6,0,49,100,3/09/2017
20170904,247,26.4,0,15.3,0,0,0,6.6,0,18.9,42,17.3,0,50.3,99.6,4/09/2017
20170905,248,27.6,0,11.2,0,0,0,9.6,0,20.3,42,4.4,0,11.9,33.1,5/09/2017
20170906,249,26.4,0,9.2,0,0,0,10.4,0,20.5,42,4.5,0,13.1,38.7,6/09/2017
20170907,250,26.8,0,8.1,0,0,0,8,0,20.6,42,5.8,0,16.5,53.7,7/09/2017
20170908,251,26.4,0,8.2,0,0,0,8.8,0,20.8,42,5,0,14.5,46,8/09/2017
20170909,252,22.6,0,8.5,0,0,0,7.2,0,20.4,42,5.5,0,20.1,49.6,9/09/2017
20170910,253,23,0,10.6,0,0,0,4.4,0,20.7,42,9.7,0,34.5,75.9,10/09/2017
20170911,254,24,0,11.3,0,0,0,6.8,0,21.1,42,13.8,0,46.3,100,11/09/2017
20170912,255,25.1,0,13,0,0,0,5.4,0,21.1,42,16.5,0,51.8,100,12/09/2017
20170913,256,25.2,0,14.1,0,0,0,5.4,0,21.3,42,17.6,0,54.9,100,13/09/2017
20170914,257,23.6,0,19.3,0,0,0,13,0,19.1,42,9.2,0,31.6,41.1,14/09/2017
20170915,258,22.3,0,7.7,0,0,0,6.8,0,21.6,42,4.2,0,15.6,40,15/09/2017
20170916,259,25.2,0,7.4,0,0,0,6.8,0,21.8,42,7.1,0,22.2,69,16/09/2017
20170917,260,23.2,0,12.6,0,0,0,6.2,0,20.3,42,12.9,0,45.4,88.5,17/09/2017
20170918,261,23.8,0,14.5,0,0,0,6.6,0,21.8,42,12.9,0,43.8,78.2,18/09/2017
20170919,262,24.8,0,11.4,0,0,0,5.4,0,22.2,42,13,0,41.5,96.5,19/09/2017
20170920,263,24.1,0,14.7,0,0,0,7.4,0,22.4,42,13,0,43.3,77.8,20/09/2017
20170921,264,24.7,0,14.2,0,0,0,6.2,0,21.9,42,16.2,0,52.1,100,21/09/2017
20170922,265,26.1,0,17.3,0,0,0,6.4,0,21.3,42,18.1,0,53.5,91.7,22/09/2017
20170923,266,26.1,0,14.5,0,3,0,7.4,0,23.2,42,18.3,0,54.1,100,23/09/2017
20170924,267,26.6,0,16.7,0,0,0,8,0,23.1,42,18.5,0,53.1,97.4,24/09/2017
20170925,268,27,0,20.2,0,0,0,6.8,0,23.2,42,18.5,0,51.9,78.2,25/09/2017
20170926,269,27.2,0,17.3,0,0,0,5.6,0,19.8,42,18.8,0,52.1,95.3,26/09/2017
20170927,270,24.5,0,17.5,0,0,0,4.2,0,12.2,42,17.7,0,57.6,88.6,27/09/2017
20170928,271,30.4,0,18.9,0,0,0,6.4,0,23.9,42,20.1,0,46.3,92.1,28/09/2017
20170929,272,34.9,0,17.4,0,0,0,10,0,24.1,42,11.2,0,20,56.4,29/09/2017
20170930,273,33.2,0,18.1,0,0,0,10.8,0,23.9,42,9.2,0,18.1,44.3,30/09/2017
20171001,274,24.3,0,20.3,0,0,0,4.6,0,11.6,42,8.9,0,29.3,37.4,1/10/2017
20171002,275,21.7,0,15.8,0,4,0,2.8,0,6.8,42,18,0,69.4,100,2/10/2017
20171003,276,25.1,0,16.1,0,27.8,0,2,0,18,42,20.3,0,63.7,100,3/10/2017
20171004,277,25.7,0,18.3,0,7.2,0,5.8,0,22.9,42,21.7,0,65.7,100,4/10/2017
20171005,278,27.1,0,17.9,0,0,0,6,0,25.2,42,19.3,0,53.8,94.2,5/10/2017
20171006,279,27.8,0,18.8,0,0,0,7,0,24,42,22.2,0,59.4,100,6/10/2017
20171007,280,23.2,0,19.8,0,6,0,4.2,0,10.2,42,16.2,0,57,70.2,7/10/2017
20171008,281,25.4,0,18,0,0,0,5.6,0,22,42,18.9,0,58.3,91.6,8/10/2017
20171009,282,28.9,0,19.9,0,0,0,5.8,0,21.3,42,20.6,0,51.7,88.7,9/10/2017
20171010,283,31.3,0,19.6,0,0,0,7.4,0,25.5,42,21.7,0,47.5,95.2,10/10/2017
20171011,284,27.2,0,22.1,0,0,0,5,0,18.9,42,24.6,0,68.2,92.5,11/10/2017
20171012,285,25.3,0,22.5,0,0,0,1.4,0,7.6,42,23.4,0,72.6,85.9,12/10/2017
20171013,286,28.6,0,19.9,0,0.8,0,6,0,24.4,42,24.4,0,62.3,100,13/10/2017
20171014,287,25.1,0,21.3,0,0,0,4.2,0,9.5,42,22.2,0,69.7,87.7,14/10/2017
20171015,288,22.6,0,17.3,0,31,0,4.6,0,12.2,42,19.7,0,71.9,99.8,15/10/2017
20171016,289,22.2,0,18.1,0,10.6,0,2.8,0,8.2,42,20.5,0,76.6,98.8,16/10/2017
20171017,290,21.9,0,19.3,0,6.4,0,1.8,0,6.9,42,19.6,0,74.6,87.6,17/10/2017
20171018,291,23.1,0,18.8,0,13.2,0,4,0,11.2,42,20.3,0,71.8,93.6,18/10/2017
20171019,292,24.5,0,19,0,5.2,0,5.6,0,21.4,42,18.2,0,59.2,82.9,19/10/2017
20171020,293,25.5,0,20.1,0,0,0,5.8,0,23.3,42,18.8,0,57.6,79.9,20/10/2017
20171021,294,20.3,0,17.8,0,3.4,0,0,0,4.3,42,20.1,0,84.4,98.7,21/10/2017
20171022,295,24.7,0,12.5,0,12,0,8.2,0,26.3,42,14.2,0,45.6,98,22/10/2017
20171023,296,22.3,0,15.2,0,6.4,0,3.6,0,17.6,42,16.7,0,62,96.7,23/10/2017
20171024,297,24.2,0,13.4,0,0.2,0,6.4,0,27.8,42,16.3,0,54,100,24/10/2017
20171025,298,25.7,0,14.2,0,0,0,7.4,0,27.9,42,16.9,0,51.2,100,25/10/2017
20171026,299,27.5,0,17.1,0,0,0,9,0,27.4,42,18.9,0,51.5,97,26/10/2017
20171027,300,30,0,20.2,0,0,0,11,0,28.1,42,7.4,0,17.4,31.3,27/10/2017
20171028,301,26.7,0,17.5,0,0,0,6.8,0,26.9,42,19.6,0,56,98.1,28/10/2017
20171029,302,27.6,0,20.5,0,0,0,6.6,0,28,42,22.7,0,61.5,94.2,29/10/2017
20171030,303,28,0,21.3,0,1.6,0,7.8,0,22.5,42,26,0,68.8,100,30/10/2017
20171031,304,28.1,0,21.2,0,0,0,9.2,0,28,42,10.7,0,28.1,42.5,31/10/2017
20171101,305,25.2,0,17.1,0,0,0,8,0,26.4,42,16.3,0,50.9,83.6,1/11/2017
20171102,306,26.5,0,14.4,0,0,0,6.8,0,28.7,42,18,0,52,100,2/11/2017
20171103,307,27.5,0,18.4,0,0,0,8,0,28.5,42,17.5,0,47.7,82.7,3/11/2017
20171104,308,27.6,0,17.4,0,0,0,8.1,0,29,42,19.6,0,53.1,98.7,4/11/2017
20171105,309,27.2,0,20.2,0,0,0,7.4,0,25.8,42,20,0,55.5,84.5,5/11/2017
20171106,310,27,0,20.9,0,0,0,6.2,0,22.5,42,21,0,58.9,85,6/11/2017
20171107,311,27.7,0,19.6,0,0,0,7,0,23.7,42,18.7,0,50.4,82,7/11/2017
20171108,312,24.9,0,17.8,0,2.4,0,7.6,0,20.6,42,14.8,0,47,72.7,8/11/2017
20171109,313,24.4,0,14,0,0,0,8.6,0,27.1,42,10.4,0,34,65.1,9/11/2017
20171110,314,24.3,0,15.2,0,0.6,0,7.4,0,26.2,42,16.3,0,53.7,94.4,10/11/2017
20171111,315,24.7,0,16,0,1.2,0,4.7,0,24.5,42,16.8,0,54,92.5,11/11/2017
20171112,316,24.8,0,14.2,0,0,0,10.4,0,28.8,42,15.4,0,49.2,95.2,12/11/2017
20171113,317,24.8,0,13.9,0,0,0,8.8,0,29.8,42,12.2,0,39,76.9,13/11/2017
20171114,318,25.1,0,13.4,0,0,0,9.2,0,29.9,42,13.6,0,42.7,88.5,14/11/2017
20171115,319,26.2,0,15.5,0,0,0,6.6,0,26.9,42,16.5,0,48.5,93.8,15/11/2017
20171116,320,26.4,0,16.7,0,0,0,8.6,0,29.5,42,16.6,0,48.2,87.4,16/11/2017
20171117,321,27,0,19.4,0,0,0,8.4,0,27.7,42,15.8,0,44.3,70.2,17/11/2017
20171118,322,24.2,0,18.8,0,3.2,0,2.6,0,4.8,42,20.1,0,66.6,92.7,18/11/2017
20171119,323,23.1,0,15.5,0,9.6,0,3,0,18.4,42,17.5,0,61.9,99.4,19/11/2017
20171120,324,25.2,0,16.6,0,6,0,7.4,0,27.2,42,16.8,0,52.4,89,20/11/2017
20171121,325,24.9,0,16.8,0,4.8,0,6.4,0,23.4,42,16.2,0,51.5,84.7,21/11/2017
20171122,326,25.1,0,16.1,0,2.4,0,5.4,0,18.2,42,16.7,0,52.4,91.3,22/11/2017
20171123,327,25.9,0,15.9,0,0,0,8,0,30.1,42,18.1,0,54.2,100,23/11/2017
20171124,328,26.9,0,16.5,0,0,0,8.6,0,30.4,42,18.7,0,52.8,99.7,24/11/2017
20171125,329,27.8,0,17.7,0,0,0,8,0,26.6,42,20.5,0,54.9,100,25/11/2017
20171126,330,28,0,18.7,0,0,0,8,0,28.2,42,20.9,0,55.3,97,26/11/2017
20171127,331,28,0,20.3,0,0,0,7.4,0,29,42,23.5,0,62.2,98.7,27/11/2017
20171128,332,27.7,0,20.9,0,0,0,5.8,0,25.4,42,23.2,0,62.5,93.9,28/11/2017
20171129,333,24.8,0,21.5,0,29.4,0,3.4,0,5.5,42,24.9,0,79.6,97.1,29/11/2017
20171130,334,26.7,0,20.8,0,31,0,5.6,0,18.6,42,23.5,0,67.1,95.7,30/11/2017
20171201,335,27.4,0,23,0,0,0,8,0,30.3,42,23.7,0,64.9,84.4,1/12/2017
20171202,336,28.1,0,22.6,0,0,0,7,0,25,42,23.7,0,62.3,86.5,2/12/2017
20171203,337,29.6,0,22.6,0,0.4,0,5.2,0,20.1,42,22,0,53.1,80.3,3/12/2017
20171204,338,26.3,0,20.4,0,1.2,0,3.8,0,9,42,22.7,0,66.4,94.8,4/12/2017
20171205,339,28.2,0,18.9,0,23.4,0,5,0,19.2,42,20.5,0,53.6,93.9,5/12/2017
20171206,340,31.1,0,16.6,0,0,0,10,0,30.5,42,9.4,0,20.8,49.8,6/12/2017
20171207,341,31,0,16.7,0,0,0,8,0,31.2,42,11.6,0,25.8,61.1,7/12/2017
20171208,342,28.9,0,21.3,0,0,0,8.6,0,21.4,42,24.7,0,62,97.5,8/12/2017
20171209,343,28.8,0,19.1,0,9.8,0,6.4,0,29.4,42,17.7,0,44.7,80.1,9/12/2017
20171210,344,27.5,0,18.4,0,2.8,0,9,0,30.3,42,19.3,0,52.6,91.2,10/12/2017
20171211,345,27.1,0,17.9,0,0,0,9.2,0,25.1,42,19.6,0,54.7,95.6,11/12/2017
20171212,346,27.6,0,17,0,0,0,8,0,29.8,42,17.3,0,46.9,89.3,12/12/2017
20171213,347,27.6,0,19.1,0,0,0,5.8,0,29.5,42,20.6,0,55.8,93.2,13/12/2017
20171214,348,28.2,0,18.1,0,0,0,7.8,0,30.9,42,20.4,0,53.4,98.3,14/12/2017
20171215,349,28.6,0,20,0,0,0,8.4,0,30.9,42,20.9,0,53.4,89.4,15/12/2017
20171216,350,29,0,22.7,0,0,0,8.4,0,29.3,42,23.5,0,58.7,85.2,16/12/2017
20171217,351,28.7,0,21.2,0,0,0,9.4,0,31.2,42,21.4,0,54.4,85,17/12/2017
20171218,352,28.6,0,22.6,0,0,0,8.8,0,30.6,42,21.4,0,54.7,78.1,18/12/2017
20171219,353,29.6,0,20.1,0,0,0,9.2,0,30.4,42,22.2,0,53.5,94.4,19/12/2017
20171220,354,29.8,0,21.9,0,0,0,10.4,0,31.1,42,23.8,0,56.7,90.6,20/12/2017
20171221,355,30.9,0,21.5,0,0,0,9,0,28.7,42,22.2,0,49.7,86.6,21/12/2017
20171222,356,30,0,22.4,0,0,0,6.2,0,22.7,42,24.7,0,58.2,91.2,22/12/2017
20171223,357,30.3,0,22.2,0,1.6,0,8,0,29.2,42,23.8,0,55.1,89,23/12/2017
20171224,358,30.6,0,21.1,0,0,0,11,0,31.2,42,21.2,0,48.3,84.8,24/12/2017
20171225,359,31.8,0,22.1,0,0,0,12.4,0,29.1,42,23.2,0,49.3,87.3,25/12/2017
20171226,360,28.5,0,20.1,0,28.2,0,5.6,0,24.8,42,24.9,0,64,100,26/12/2017
20171227,361,28.4,0,20.9,0,2.6,0,7.8,0,27.5,42,22.4,0,57.9,90.7,27/12/2017
20171228,362,28.5,0,19.8,0,3.8,0,7,0,31.1,42,24.4,0,62.7,100,28/12/2017
20171229,363,29.4,0,22.6,0,0,0,8.6,0,30.3,42,24.7,0,60.3,90.1,29/12/2017
20171230,364,30.2,0,22.7,0,0,0,8,0,22.4,42,23.8,0,55.5,86.3,30/12/2017
20171231,365,32.5,0,24.2,0,0,0,4.4,0,17.9,42,27.8,0,56.8,92.1,31/12/2017
20180101,1,30.8,0,23.8,0,0.4,0,5.8,0,21,42,28.3,0,63.7,96,1/01/2018
20180102,2,30.3,0,23,0,0,0,4.6,0,11.4,42,27.6,0,63.9,98.3,2/01/2018
20180103,3,29.6,0,20.7,0,3,0,8.8,0,25.4,42,23.7,0,57.2,97.1,3/01/2018
20180104,4,29,0,20.6,0,0,0,9.6,0,29.2,42,19.1,0,47.7,78.8,4/01/2018
20180105,5,29,0,22.2,0,0,0,9.2,0,27.5,42,22.4,0,55.9,83.7,5/01/2018
20180106,6,29.7,0,20.7,0,0,0,8.4,0,31.1,42,19.5,0,46.8,79.9,6/01/2018
20180107,7,30,0,20.3,0,0,0,9.4,0,31,42,21,0,49.5,88.2,7/01/2018
20180108,8,31,0,20.7,0,0,0,11,0,31.1,42,20.6,0,45.9,84.4,8/01/2018
20180109,9,31,0,21.5,0,0,0,10,0,30.2,42,21.3,0,47.4,83.1,9/01/2018
20180110,10,31.4,0,21,0,0,0,7.4,0,30.1,42,23.4,0,50.9,94.1,10/01/2018
20180111,11,30.1,0,22.9,0,0,0,8.4,0,27,42,22.8,0,53.4,81.7,11/01/2018
20180112,12,30.9,0,22.2,0,0,0,9.6,0,29,42,22.7,0,50.8,84.9,12/01/2018
20180113,13,33.6,0,23.6,0,0,0,10.2,0,29.5,42,25.6,0,49.2,87.9,13/01/2018
20180114,14,38.1,0,24.9,0,5.2,0,15.8,0,26.8,42,22.2,0,33.3,70.5,14/01/2018
20180115,15,28.1,0,17.2,0,0,0,11,0,29.8,42,11.5,0,30.3,58.6,15/01/2018
20180116,16,29.4,0,15.9,0,0,0,10.8,0,29.9,42,12.2,0,29.8,67.6,16/01/2018
20180117,17,27.8,0,17.8,0,0,0,10.6,0,30.4,42,13.4,0,35.9,65.8,17/01/2018
20180118,18,28.8,0,18.4,0,0,0,8.8,0,30.2,42,15.2,0,38.4,71.9,18/01/2018
20180119,19,29.7,0,16.2,0,0,0,8.4,0,30.2,42,15.4,0,36.9,83.7,19/01/2018
20180120,20,29.9,0,18.6,0,0,0,10.2,0,29.2,42,17.5,0,41.5,81.7,20/01/2018
20180121,21,29.1,0,20.1,0,0,0,6.8,0,20.3,42,22.8,0,56.6,97,21/01/2018
20180122,22,29.7,0,21.6,0,0,0,8.6,0,29.2,42,19.6,0,47,76,22/01/2018
20180123,23,31.1,0,20.2,0,0,0,7.8,0,29.7,42,22.8,0,50.5,96.4,23/01/2018
20180124,24,31,0,21.7,0,0,0,8.6,0,27.2,42,26,0,57.9,100,24/01/2018
20180125,25,30.4,0,23.9,0,11.6,0,7.8,0,28.6,42,25.5,0,58.7,86,25/01/2018
20180126,26,31.2,0,22.6,0,0,0,8.8,0,27.5,42,26.1,0,57.4,95.2,26/01/2018
20180127,27,31.3,0,25.6,0,0,0,9,0,26.1,42,26,0,56.9,79.2,27/01/2018
20180128,28,30.5,0,24.6,0,1.4,0,9,0,23.6,42,27.3,0,62.5,88.3,28/01/2018
20180129,29,29.6,0,21.8,0,2.6,0,9,0,24.8,42,22.1,0,53.3,84.7,29/01/2018
20180130,30,31.2,0,21.8,0,0,0,9,0,26.7,42,22.4,0,49.3,85.8,30/01/2018
20180131,31,33.2,0,21.9,0,0,0,8.4,0,28.4,42,23.7,0,46.6,90.2,31/01/2018
20180201,32,25.6,0,20.6,0,4.4,0,4,0,6.4,42,20,0,60.9,82.5,1/02/2018
20180202,33,21.7,0,18.4,0,9,0,2,0,6.2,42,21,0,80.9,99.3,2/02/2018
20180203,34,23.2,0,18.5,0,5.4,0,1.6,0,5.5,42,19.1,0,67.2,89.7,3/02/2018
20180204,35,27.4,0,17.4,0,9.6,0,7.4,0,25.3,42,20.5,0,56.2,100,4/02/2018
20180205,36,28,0,17.3,0,0.2,0,8.6,0,28.6,42,19,0,50.3,96.3,5/02/2018
20180206,37,28,0,18,0,0,0,9.4,0,28.5,42,19.6,0,51.9,95,6/02/2018
20180207,38,28.2,0,17.6,0,0.2,0,9.8,0,27.7,42,18,0,47.1,89.5,7/02/2018
20180208,39,28.2,0,17.3,0,0,0,9,0,26,42,18.4,0,48.1,93.2,8/02/2018
20180209,40,29.1,0,17.5,0,0,0,8,0,28.3,42,18.1,0,44.9,90.6,9/02/2018
20180210,41,30.3,0,19.2,0,0,0,6.2,0,28.7,42,20.3,0,47,91.3,10/02/2018
20180211,42,31.6,0,21.8,0,0.2,0,9.2,0,28.2,42,24.3,0,52.3,93.1,11/02/2018
20180212,43,30.8,0,20,0,10.4,0,7.2,0,28.4,42,22.8,0,51.3,97.6,12/02/2018
20180213,44,31.2,0,25.6,0,0,0,8.4,0,23.6,42,29.8,0,65.6,90.8,13/02/2018
20180214,45,31.3,0,21.5,0,12.4,0,6.2,0,28.3,42,27.4,0,60,100,14/02/2018
20180215,46,32.1,0,23.9,0,0,0,7.2,0,25.8,42,28.6,0,59.8,96.5,15/02/2018
20180216,47,31.2,0,25.9,0,0,0,7.6,0,24.2,42,29.1,0,64,87.1,16/02/2018
20180217,48,30,0,23.5,0,0.8,0,8.6,0,26,42,27.3,0,64.3,94.3,17/02/2018
20180218,49,30.8,0,22.4,0,0,0,9,0,26.8,42,23,0,51.8,84.9,18/02/2018
20180219,50,31.2,0,19.7,0,0,0,9.8,0,27.5,42,20.5,0,45.1,89.4,19/02/2018
20180220,51,30.1,0,22.9,0,0,0,11,0,22.9,42,20.8,0,48.7,74.5,20/02/2018
20180221,52,26.7,0,22.3,0,0,0,8.2,0,10.7,42,21.6,0,61.7,80.3,21/02/2018
20180222,53,26.1,0,20.9,0,1.4,0,11.4,0,7.7,42,20.5,0,60.6,83,22/02/2018
20180223,54,25.8,0,21.9,0,43.6,0,11.4,0,5.4,42,28.1,0,84.6,100,23/02/2018
